id,cancellation_policy,host_has_profile_pic,host_identity_verified,host_response_rate,host_since
4996877,strict,t,t,100%,7/13/16
19565362,strict,t,t,100%,3/9/15
6078212,flexible,t,t,null,11/22/13
4092914,strict,t,t,100%,4/7/14
9319884,strict,t,f,92%,3/23/12
3083951,flexible,t,f,null,4/28/14
12606724,moderate,t,t,100%,9/27/14
15927214,flexible,t,f,80%,4/27/11
1847434,moderate,t,t,100%,4/15/17
20433673,strict,t,t,100%,3/17/14
219486,flexible,t,t,100%,9/25/16
18501885,moderate,t,t,100%,4/9/10
1524562,moderate,t,t,92%,8/13/15
16674135,flexible,t,t,null,6/30/16
723583,strict,t,f,50%,1/12/16
16587034,flexible,t,t,null,1/4/14
15979617,flexible,f,f,null,1/7/14
13066926,strict,t,t,100%,10/6/13
19789665,moderate,t,f,100%,8/26/15
703971,strict,t,f,null,2/27/14
8906397,flexible,t,f,null,8/24/16
18804992,flexible,t,t,null,11/21/14
4530085,strict,t,f,100%,2/26/13
5774815,flexible,t,f,100%,2/9/17
16064358,strict,t,f,100%,6/19/16
12367315,flexible,t,f,null,7/7/16
10326242,strict,t,t,null,6/27/12
4671824,strict,t,f,100%,8/1/16
13968271,moderate,t,f,90%,11/12/14
12334385,strict,t,f,100%,4/12/16
7111917,strict,t,f,100%,8/23/16
7514978,moderate,t,f,null,8/12/13
18041456,moderate,t,f,80%,4/2/17
14668276,flexible,t,f,null,5/31/14
12519610,flexible,t,t,96%,10/19/15
19701913,strict,t,t,100%,1/6/15
18008801,flexible,t,t,100%,2/2/16
14196610,moderate,t,t,100%,1/19/15
16778120,strict,t,t,100%,8/3/11
19967900,moderate,t,t,100%,3/28/15
1959307,strict,t,t,100%,2/27/16
1080839,flexible,t,f,90%,3/30/14
15662066,moderate,t,t,null,4/13/15
18327502,flexible,t,f,100%,10/5/16
496166,flexible,t,t,100%,4/14/14
16869608,strict,t,t,100%,5/21/12
6561509,flexible,t,f,100%,7/31/16
10515993,flexible,t,f,null,3/28/15
14838880,flexible,t,f,null,8/28/16
19676301,strict,t,t,90%,5/21/15
13866911,flexible,t,t,70%,12/16/13
15494076,strict,t,t,100%,5/24/15
7600145,strict,t,t,100%,7/7/14
462761,strict,t,t,100%,5/21/10
4933716,moderate,t,t,100%,1/8/13
13466700,strict,t,f,null,9/25/17
16727338,strict,t,f,100%,2/10/15
4349358,strict,t,t,100%,12/22/11
19069018,moderate,t,t,100%,11/24/13
11974141,strict,t,t,100%,7/30/12
20354084,strict,t,f,100%,5/26/16
4838843,flexible,t,f,100%,6/30/14
6495015,strict,t,t,null,12/10/10
19838886,strict,t,t,100%,12/22/15
6092309,moderate,t,t,100%,9/4/15
12388760,flexible,t,t,100%,9/29/16
14839021,moderate,t,t,100%,6/8/14
19506279,flexible,t,f,null,12/22/13
10212133,moderate,t,f,100%,3/13/16
11654372,strict,t,t,100%,6/10/15
15591499,moderate,t,t,90%,9/29/11
5106041,moderate,t,t,100%,10/8/15
12343996,strict,t,t,null,10/28/11
20998550,moderate,t,t,100%,1/9/14
13900416,moderate,t,t,100%,9/26/15
16331969,flexible,t,f,null,4/23/15
11592067,flexible,t,t,100%,4/21/15
7367489,moderate,t,t,100%,6/21/14
18353019,flexible,t,t,100%,10/13/13
8184007,super_strict_30,t,t,68%,7/10/09
17728208,strict,t,t,null,1/27/16
11659923,flexible,t,f,null,7/28/15
12857707,flexible,t,f,null,7/12/16
949159,strict,t,t,100%,10/16/11
16449357,moderate,t,t,100%,5/5/12
6290098,strict,t,t,100%,10/22/15
6210050,flexible,t,t,null,3/3/15
7896539,strict,t,t,100%,12/13/13
16586832,strict,t,f,100%,5/2/16
9550884,strict,t,f,100%,12/19/10
6343837,strict,t,t,25%,4/1/16
10942409,strict,t,t,25%,7/14/13
747029,strict,t,t,100%,5/12/13
8842889,strict,t,t,100%,10/30/16
20055742,flexible,t,f,null,11/18/14
8542487,strict,t,f,86%,8/18/16
10335191,moderate,t,t,null,12/16/14
10032842,strict,t,t,null,11/20/11
3332881,strict,t,f,100%,8/5/15
7930288,strict,t,t,60%,11/11/12
19071291,strict,t,f,100%,5/21/15
13063362,strict,t,t,100%,3/25/12
17626994,strict,t,t,null,5/10/16
5566452,moderate,t,t,null,10/6/12
14533631,strict,t,t,75%,6/7/12
18527074,moderate,t,t,94%,11/9/15
5804170,moderate,t,t,100%,7/1/12
14586440,flexible,t,t,97%,8/14/14
4144800,moderate,t,f,99%,1/1/17
7648940,moderate,t,f,100%,9/24/12
2103986,flexible,t,t,null,1/27/14
6031144,flexible,t,f,null,12/11/13
16085409,strict,t,t,100%,6/7/14
19594255,moderate,t,t,100%,9/12/14
18416365,moderate,t,t,100%,1/25/14
12325075,moderate,t,t,100%,1/3/14
15790071,flexible,t,f,null,9/25/17
20836753,strict,t,t,100%,6/24/16
1229594,moderate,t,t,null,4/23/14
13065949,flexible,t,t,100%,4/10/12
9369716,strict,t,t,100%,10/18/12
7094907,strict,t,t,100%,4/10/15
13083478,strict,t,t,100%,12/14/09
13175223,strict,t,t,100%,2/14/14
12320880,moderate,t,t,100%,2/12/09
211078,flexible,t,t,67%,7/7/14
14267804,moderate,t,t,null,7/11/11
9766966,strict,t,t,100%,2/11/15
16423010,strict,t,t,96%,5/3/16
11178509,flexible,t,t,100%,6/10/14
11619794,flexible,t,f,null,5/22/16
16789431,flexible,t,f,null,12/10/16
17743857,flexible,t,t,100%,11/10/09
18189131,strict,t,f,99%,6/5/17
7783059,strict,t,t,100%,8/6/13
976167,strict,t,f,100%,11/26/14
15860528,flexible,t,t,100%,5/18/15
3067062,flexible,t,f,100%,12/29/15
17495095,strict,t,t,100%,3/30/15
15553405,flexible,t,t,93%,7/12/15
16973681,flexible,t,f,83%,3/28/16
17421433,moderate,t,t,100%,1/29/15
13957499,moderate,t,t,100%,9/11/15
14351602,strict,t,f,100%,11/23/15
3614094,flexible,t,f,100%,9/12/16
16208102,strict,t,t,100%,5/21/13
17129825,strict,t,t,100%,10/27/15
19094558,strict,t,t,100%,7/14/12
11928505,strict,t,f,100%,1/23/12
6153674,strict,t,t,100%,8/24/14
4880542,strict,t,f,null,6/22/15
9978756,moderate,t,t,100%,2/29/12
864328,strict,t,t,100%,4/7/16
11701889,flexible,t,t,null,3/8/13
7236990,flexible,t,f,null,8/4/15
10029444,flexible,t,t,null,12/6/15
5106749,moderate,t,t,100%,8/21/16
6053700,strict,t,f,75%,3/11/16
2890120,strict,t,f,100%,8/3/16
289958,flexible,t,f,null,6/2/16
705997,flexible,t,t,100%,10/17/12
15493737,strict,t,f,100%,7/29/15
4479556,flexible,t,t,null,8/28/15
10156269,strict,t,t,100%,2/5/16
18342603,moderate,t,f,null,7/19/10
17106415,strict,t,t,100%,3/29/10
12991105,flexible,t,f,null,6/15/16
2735657,moderate,t,f,100%,3/17/12
17300056,flexible,t,f,null,8/28/14
1083336,moderate,t,t,100%,5/27/15
17933196,flexible,t,f,null,8/14/11
6384560,strict,t,f,93%,3/26/12
17793695,moderate,t,t,50%,9/8/11
9545498,flexible,t,t,100%,4/1/12
12015378,strict,t,t,100%,12/2/14
3757460,strict,t,t,89%,7/9/15
16055131,strict,t,t,100%,4/2/14
6384374,strict,t,t,100%,8/2/15
3503946,flexible,t,t,100%,9/28/14
16242812,flexible,t,f,100%,7/29/15
20741563,strict,t,f,100%,4/2/15
8277434,flexible,t,f,null,11/6/15
18430714,moderate,t,t,80%,9/12/11
18662619,strict,t,t,100%,10/11/10
7954065,moderate,t,t,100%,11/30/15
15567051,strict,t,f,100%,10/2/10
13061354,strict,t,t,100%,6/10/13
15143124,strict,t,t,100%,7/22/15
4788133,flexible,t,t,null,4/12/14
2425871,moderate,t,t,100%,9/3/15
251615,strict,t,t,null,5/3/15
6437918,moderate,t,f,null,8/12/15
19777368,flexible,t,f,null,3/17/15
11146400,strict,t,t,100%,7/28/10
16596868,flexible,t,f,null,5/31/16
8550376,strict,t,t,100%,7/15/11
7764302,strict,t,t,100%,3/28/16
14206408,strict,t,t,100%,3/26/15
12367770,moderate,t,t,100%,9/7/14
7053496,moderate,t,t,null,10/20/13
19710391,moderate,t,t,null,1/30/12
16101054,strict,t,f,100%,12/5/15
11305383,flexible,t,f,100%,5/6/16
17077660,moderate,t,t,100%,12/11/11
8703711,flexible,t,t,100%,5/1/13
18706845,strict,t,t,90%,4/17/13
5331188,strict,t,f,100%,11/10/15
16159498,strict,t,t,96%,1/26/17
42403,flexible,t,t,100%,7/20/14
12036459,moderate,t,f,100%,8/1/17
12264408,strict,t,t,100%,11/26/13
4907206,flexible,t,t,100%,9/18/13
401044,strict,t,f,95%,3/23/15
17881120,flexible,t,f,75%,3/3/16
15363304,strict,t,t,88%,3/16/13
12470430,flexible,t,f,null,4/7/14
14536056,strict,t,t,100%,1/5/12
19503187,strict,t,t,100%,5/15/13
6179500,strict,t,t,100%,10/19/15
16781175,strict,t,t,null,12/6/16
12543338,strict,t,t,100%,8/9/13
21053471,flexible,t,t,null,9/11/15
11068187,flexible,t,t,null,9/20/15
18036963,moderate,t,t,92%,7/18/12
17656678,strict,t,t,100%,4/17/13
1320002,flexible,t,f,90%,11/9/16
13900341,flexible,t,t,100%,4/23/13
1252565,moderate,t,t,100%,9/18/10
2265723,flexible,t,t,null,8/23/11
15550078,strict,t,t,100%,3/6/11
16703220,strict,t,t,null,6/8/14
3962085,moderate,t,t,null,12/3/10
14214787,moderate,t,t,100%,5/26/12
14109485,moderate,t,t,100%,12/5/11
3490195,strict,t,t,100%,5/16/16
16560837,strict,t,t,100%,6/7/13
8556635,flexible,t,t,null,10/9/13
15981655,strict,t,t,100%,12/5/13
16418179,strict,t,t,46%,11/10/12
15436304,strict,t,f,100%,5/12/14
16752950,flexible,t,t,null,5/7/15
2551532,strict,t,t,null,8/4/15
6578519,flexible,t,f,null,8/6/13
9645934,strict,t,f,100%,3/14/16
7109178,strict,t,t,98%,8/22/14
914594,flexible,t,f,100%,7/10/17
1669123,strict,t,f,100%,4/12/17
11525500,flexible,t,f,null,11/25/16
4463165,strict,t,t,100%,3/3/12
2020928,strict,t,t,100%,3/23/11
2189129,flexible,t,t,100%,4/14/14
1967457,moderate,t,t,100%,10/3/16
17788183,strict,t,t,100%,8/29/11
7471102,flexible,t,f,null,3/24/13
20465157,moderate,t,f,null,9/1/15
6015754,strict,t,t,100%,1/18/14
15377107,moderate,t,t,100%,11/1/12
11224812,strict,t,f,null,5/9/12
10531010,moderate,t,t,100%,7/6/11
13848713,strict,t,t,100%,4/24/14
2022215,strict,t,t,95%,9/5/12
14040282,flexible,t,f,100%,6/8/17
1893592,flexible,t,t,80%,2/16/16
12384161,strict,t,f,null,12/8/12
16054620,strict,t,t,100%,3/8/13
13713783,moderate,t,t,100%,5/14/13
16918492,strict,t,t,100%,11/20/14
18020492,strict,t,t,100%,8/27/12
4964355,flexible,t,t,0%,6/13/15
13452357,moderate,t,t,86%,8/8/09
14720746,flexible,t,f,null,3/13/17
13799436,moderate,t,t,null,1/21/15
4471138,flexible,t,f,100%,1/17/16
2498701,strict,t,f,100%,3/22/13
8888689,moderate,t,t,100%,7/16/13
1433344,moderate,t,t,100%,7/18/13
9543557,flexible,t,t,83%,11/19/11
9772167,strict,t,t,90%,4/25/16
20234853,strict,t,t,100%,11/6/15
7114423,strict,t,t,null,11/17/14
8030646,moderate,t,f,100%,9/23/14
15718208,moderate,t,f,100%,2/25/12
13896200,strict,t,t,100%,6/20/16
10627514,strict,t,f,100%,7/25/12
16691820,flexible,t,f,null,7/20/14
16287134,moderate,t,t,60%,12/12/16
2737853,moderate,t,t,91%,3/30/16
15118752,strict,t,t,null,1/8/14
9477823,strict,t,t,95%,3/22/16
18992528,strict,t,t,100%,3/17/14
16915848,flexible,t,t,null,11/23/15
839336,strict,t,t,100%,9/6/15
9154591,flexible,t,t,100%,3/12/13
13670376,moderate,t,t,null,10/9/11
8417986,strict,t,t,100%,1/19/16
8758432,flexible,t,f,100%,8/18/17
17528120,strict,t,t,100%,10/31/16
18751192,flexible,t,t,null,12/1/13
19498162,moderate,t,t,100%,10/18/16
7700393,strict,t,t,100%,7/13/17
10136162,strict,t,t,null,6/29/15
30222,strict,t,t,100%,11/11/11
8117310,flexible,t,f,100%,7/21/16
3907276,flexible,t,t,null,9/19/15
6491930,flexible,t,t,100%,5/8/15
19859697,moderate,t,t,100%,7/27/13
761630,moderate,t,f,100%,10/25/16
13229965,strict,t,t,null,10/15/15
14421258,moderate,t,t,100%,2/27/17
3202590,strict,t,t,null,7/31/15
2092588,strict,t,f,100%,5/30/14
9686223,strict,t,f,null,4/5/12
1137921,strict,t,f,99%,2/10/15
13064336,flexible,t,f,null,9/14/16
15866666,moderate,t,f,100%,11/1/16
13640799,strict,t,t,100%,1/29/13
14756990,strict,t,t,100%,12/8/10
9115251,flexible,t,f,82%,1/14/14
6489970,strict,t,t,100%,7/16/14
6247860,flexible,t,t,100%,10/5/15
16555985,moderate,t,t,100%,4/16/14
1733056,strict,t,t,98%,3/30/15
1032610,moderate,t,f,100%,10/23/16
11611809,strict,t,t,null,2/23/13
15466179,flexible,t,t,100%,7/17/15
16685410,strict,t,t,100%,6/15/11
16619496,moderate,t,f,100%,2/16/11
3499500,flexible,t,f,null,10/14/11
3030917,strict,t,t,100%,1/18/10
4343967,flexible,t,f,100%,5/6/14
9173702,strict,t,t,100%,9/14/15
20567199,flexible,t,f,null,1/6/14
10393304,flexible,t,f,100%,2/27/15
6185175,strict,t,t,100%,11/13/15
13846498,moderate,t,t,100%,7/30/12
1646243,flexible,t,t,100%,4/27/16
14449131,moderate,t,t,90%,2/19/17
13328310,strict,t,t,100%,6/19/15
13031732,strict,t,t,null,12/5/15
16931380,flexible,t,f,0%,1/20/16
18043457,strict,t,t,100%,7/5/13
13559900,moderate,t,t,100%,3/7/13
15301748,flexible,t,f,null,3/31/15
4227570,strict,t,t,100%,6/12/14
12122605,flexible,t,t,100%,6/12/16
5252913,flexible,t,f,null,2/7/15
7972343,strict,t,f,null,5/10/13
8597265,flexible,t,f,null,9/10/15
16174653,strict,t,t,86%,8/8/09
10854044,strict,t,f,null,6/27/16
9461126,strict,t,t,null,7/2/14
10000549,flexible,t,t,100%,6/28/15
20383986,moderate,t,t,100%,6/24/13
47199,strict,t,f,100%,1/5/16
5557536,strict,t,t,100%,9/18/11
11326272,strict,t,f,null,12/18/15
18775794,moderate,t,t,100%,1/14/14
8634337,strict,t,t,100%,2/16/12
6268805,flexible,t,t,100%,6/12/13
729841,moderate,t,f,80%,6/2/16
8736846,strict,t,t,100%,11/19/12
4880277,flexible,t,f,100%,6/18/15
18851906,strict,t,t,null,11/5/12
14216909,flexible,t,f,100%,7/20/16
6390089,moderate,t,t,100%,9/17/14
14699186,strict,t,t,100%,1/1/13
5203102,moderate,t,t,100%,12/3/12
7345443,strict,t,t,100%,1/6/11
4040288,flexible,t,t,100%,5/9/16
17637043,flexible,t,t,100%,3/18/16
6133879,flexible,t,f,100%,3/10/15
20786030,strict,t,t,100%,1/31/13
17049204,moderate,t,t,80%,1/11/17
15863784,moderate,t,t,100%,8/2/12
18616663,flexible,t,t,67%,10/24/12
13579801,flexible,t,t,null,2/3/16
11024212,strict,t,t,null,7/28/13
20032605,moderate,t,t,100%,1/19/13
3687227,strict,t,t,null,12/13/12
15911102,strict,t,t,null,7/6/13
5826159,flexible,t,t,null,10/29/13
10735670,moderate,t,t,100%,10/31/11
18668136,flexible,t,t,null,9/21/16
12255334,flexible,t,f,100%,1/8/17
16009490,flexible,t,t,100%,12/12/16
17017128,strict,null,null,null,null
9492750,strict,t,t,100%,12/10/12
2471815,strict,t,f,null,12/19/15
15990192,strict,t,t,83%,6/12/13
17777174,flexible,t,f,0%,3/17/16
11379244,strict,t,f,100%,10/13/16
16417391,strict,t,t,100%,3/27/16
1126944,strict,t,t,null,12/2/14
13252358,strict,t,t,100%,4/23/13
20257216,strict,t,f,100%,2/1/17
15060731,moderate,t,f,100%,7/31/15
16597793,moderate,t,t,100%,6/2/14
59818,moderate,t,t,100%,6/5/16
6701026,moderate,t,f,null,9/27/17
12470588,strict,t,t,100%,12/11/16
21039236,flexible,t,t,80%,7/1/13
13032893,moderate,t,t,100%,10/24/16
16469349,moderate,t,f,100%,11/22/11
13029355,strict,t,t,100%,3/19/14
793590,flexible,t,f,100%,9/14/15
9924559,moderate,t,t,null,11/15/12
739930,strict,t,t,100%,9/7/16
16947399,strict,t,t,100%,3/2/12
13220707,moderate,t,t,100%,10/7/15
19945965,moderate,t,f,100%,11/26/14
17158200,flexible,t,t,0%,3/7/13
14491023,flexible,t,f,null,7/29/15
19283124,flexible,t,f,null,9/16/13
2660658,strict,t,t,100%,5/4/16
18199933,flexible,t,f,100%,6/21/16
13261616,moderate,t,f,null,10/8/13
14653743,flexible,t,t,75%,10/8/14
12444707,moderate,t,t,92%,8/16/08
19206558,flexible,t,t,100%,7/9/15
17847542,strict,t,t,100%,11/17/10
4537389,flexible,t,t,100%,11/13/11
17863981,strict,t,t,100%,5/22/13
17445405,strict,t,t,100%,10/24/11
4476115,strict,t,f,100%,11/10/16
18272467,super_strict_30,t,t,100%,10/9/15
20358824,moderate,t,t,null,12/18/15
4325502,moderate,t,t,100%,6/1/14
1015791,flexible,t,f,100%,9/20/15
6899995,strict,t,t,100%,7/25/12
3393798,moderate,t,t,100%,3/1/12
9915508,moderate,t,t,100%,10/28/13
16274972,strict,t,t,100%,8/31/13
14671513,moderate,t,t,83%,2/25/14
13709543,flexible,t,f,null,7/26/16
4469244,strict,t,t,100%,7/11/12
16841125,flexible,t,t,94%,10/25/15
19388828,flexible,t,t,null,11/2/14
17837242,moderate,t,t,80%,2/7/13
5152321,strict,t,t,null,12/3/16
16192994,moderate,t,t,100%,5/29/11
4257078,strict,t,f,null,6/6/14
16177976,strict,t,t,100%,12/19/14
11148869,flexible,t,f,100%,3/19/14
12241342,moderate,t,f,null,12/18/10
20134321,moderate,t,t,100%,5/1/13
12551557,strict,t,t,90%,3/2/15
15189969,flexible,t,t,null,1/8/14
3760469,strict,t,t,90%,11/1/15
13429684,flexible,t,t,null,4/21/15
10067187,flexible,t,t,null,8/6/16
17142343,moderate,t,f,null,4/7/13
9332643,strict,t,t,100%,2/3/14
12252035,strict,t,t,100%,10/14/11
15791852,strict,t,t,100%,7/8/13
17965181,flexible,t,t,null,6/20/15
4764483,moderate,t,t,100%,12/6/13
7174897,strict,t,f,100%,2/28/17
13065414,strict,t,t,86%,7/21/12
16829324,strict,t,t,91%,12/27/15
16488275,strict,t,t,95%,9/27/11
11271660,flexible,t,t,100%,4/7/15
19472999,moderate,t,t,100%,1/16/15
19784548,flexible,t,t,100%,10/17/11
16814933,strict,t,t,100%,2/25/12
20408687,moderate,t,t,100%,9/19/15
7643428,moderate,t,t,100%,7/20/15
5993541,strict,t,t,70%,3/15/12
13431995,flexible,t,f,100%,4/30/17
7854052,strict,t,t,100%,11/7/15
9698905,flexible,t,t,null,1/3/16
17980088,flexible,t,t,null,9/18/14
14223920,strict,t,t,null,10/18/11
9509148,flexible,t,f,null,9/21/15
7982720,moderate,t,t,100%,9/21/12
8907433,flexible,t,t,null,5/2/15
6502493,flexible,t,t,50%,5/10/13
18442196,strict,t,t,100%,7/3/11
3738756,flexible,t,t,null,12/2/12
9371451,moderate,t,t,100%,9/10/14
16812656,flexible,t,t,100%,6/24/12
20476066,moderate,t,t,null,3/30/14
15534374,strict,t,t,100%,7/20/15
15436493,flexible,t,t,null,3/12/14
2087419,strict,t,t,100%,11/7/13
1781697,flexible,t,t,100%,6/4/12
5849010,moderate,t,t,38%,8/11/14
11869806,moderate,t,t,100%,7/26/12
20067,strict,t,t,null,10/5/13
4951402,moderate,t,t,100%,9/15/12
317662,moderate,t,t,96%,4/8/16
12781270,moderate,t,t,75%,1/4/15
5882068,strict,t,t,100%,8/11/14
14992784,strict,t,t,100%,4/11/14
15396683,strict,t,f,90%,10/2/13
11680622,strict,t,t,89%,12/16/16
8423001,strict,t,f,100%,10/9/14
11655076,moderate,t,t,100%,8/14/13
17880059,strict,t,t,100%,6/12/15
11043594,strict,t,t,100%,8/11/15
12989652,moderate,t,t,100%,4/26/15
7637415,moderate,t,t,null,9/14/11
1873595,strict,t,t,84%,7/25/15
268544,flexible,t,t,null,3/31/16
13869291,moderate,t,t,100%,12/15/13
525672,strict,t,t,100%,6/28/12
9901796,strict,t,t,100%,9/27/13
10928117,moderate,t,t,100%,10/9/16
20175220,moderate,t,f,null,10/23/14
3495686,strict,t,f,null,5/30/16
9448243,flexible,t,f,null,5/2/13
16261769,strict,t,t,100%,12/21/13
75422,moderate,t,t,100%,4/23/14
3679179,strict,t,t,100%,12/17/15
3999628,strict,t,f,100%,3/21/16
3220115,flexible,t,f,null,2/16/17
9676065,strict,t,f,90%,10/18/13
18374736,flexible,t,f,100%,1/15/16
14421699,strict,t,t,100%,6/6/12
18607944,strict,t,f,90%,2/15/16
9631994,strict,t,f,100%,7/1/17
18040285,strict,t,t,100%,10/23/15
4233667,strict,t,t,100%,8/16/13
12679234,moderate,t,t,90%,9/17/11
15707188,moderate,t,f,96%,5/16/17
6578356,strict,t,t,100%,6/12/15
9629780,strict,t,t,null,2/8/11
14194293,strict,t,t,100%,10/27/13
17223162,strict,t,f,100%,3/5/15
17528696,strict,t,t,100%,10/13/13
11759260,flexible,t,f,100%,6/21/14
4639451,flexible,t,t,100%,7/21/13
20057036,strict,t,f,null,7/30/09
137546,moderate,t,t,100%,4/21/14
18498919,flexible,t,t,63%,3/24/12
15517432,moderate,t,f,100%,3/26/12
16779528,flexible,t,t,100%,2/5/15
2940102,flexible,t,f,null,9/1/15
9487684,strict,t,f,74%,8/21/17
11769309,moderate,t,t,88%,9/22/15
16481497,moderate,t,t,100%,5/1/13
9592239,strict,t,t,100%,11/24/14
16147001,flexible,t,f,null,3/27/16
13446921,strict,t,f,100%,12/20/12
14067559,strict,t,t,100%,2/24/12
7274041,moderate,t,t,100%,4/23/15
6845613,strict,t,t,100%,4/14/14
10357606,strict,t,t,100%,7/7/14
16537224,flexible,t,f,null,1/28/15
16133252,moderate,t,t,null,5/1/14
20646959,strict,t,t,100%,11/16/15
10118573,moderate,t,t,100%,5/10/11
9186666,strict,t,t,100%,11/10/11
10712234,strict,t,t,100%,2/24/16
11088008,strict,t,t,100%,8/10/11
3728838,flexible,t,t,56%,3/18/16
14732341,strict,t,f,94%,9/16/16
9682849,flexible,t,t,100%,5/11/16
9924172,strict,t,t,47%,11/2/13
16699375,strict,t,f,100%,8/29/16
7398907,strict,t,t,100%,2/4/16
7665005,moderate,t,t,null,1/26/15
13199065,strict,t,t,100%,12/29/11
7068352,strict,t,t,93%,6/30/13
17404144,flexible,t,t,null,7/5/14
9883197,strict,t,t,98%,8/7/16
18584180,strict,t,t,100%,5/6/13
17738258,moderate,t,t,100%,8/10/11
13641909,moderate,t,t,100%,3/13/15
20959276,moderate,t,t,null,6/14/16
17609857,flexible,t,f,null,2/12/16
16589205,strict,t,t,100%,4/12/16
2182851,moderate,t,t,null,1/7/14
5606587,flexible,t,t,null,9/12/11
10337710,strict,t,f,100%,2/20/10
16711346,strict,t,t,100%,9/18/11
13574789,strict,t,f,78%,8/8/12
11713271,flexible,t,t,100%,2/18/17
9475866,moderate,t,t,100%,2/19/13
11611298,flexible,t,t,100%,7/26/14
19141146,flexible,t,t,null,12/11/13
18413955,flexible,t,t,null,2/3/14
2155345,flexible,t,f,null,4/24/14
3842694,strict,t,f,80%,8/13/13
13478871,flexible,t,t,100%,1/19/16
3731965,strict,t,t,100%,10/19/11
5210723,strict,t,t,100%,5/27/14
17678919,strict,t,t,100%,10/24/14
4622328,strict,t,f,100%,9/6/17
5231167,flexible,t,f,100%,4/8/14
11338871,moderate,t,t,100%,3/25/14
14150807,strict,t,f,null,8/18/15
15261309,strict,t,t,100%,6/4/14
8963233,strict,t,f,100%,7/24/13
6042087,flexible,t,t,100%,4/23/17
8224368,moderate,t,f,86%,9/19/16
14760085,moderate,f,f,100%,11/16/16
15379574,flexible,t,t,null,10/11/15
1370927,strict,f,f,90%,5/4/17
12813503,strict,t,f,100%,4/21/15
14338847,moderate,t,t,100%,10/5/13
16390105,strict,t,f,100%,5/3/11
8580517,flexible,t,t,100%,10/8/11
5631916,strict,t,t,100%,5/30/15
11416095,strict,t,t,100%,3/19/12
6467467,flexible,t,t,100%,8/3/11
15134083,super_strict_30,t,t,68%,7/10/09
1948543,strict,t,t,100%,6/20/12
8737068,flexible,t,t,80%,5/1/15
16414140,flexible,t,f,100%,5/20/16
20151455,moderate,t,t,90%,12/18/15
17881941,strict,t,f,null,9/7/15
13721612,flexible,t,t,null,6/22/16
19362706,moderate,t,t,44%,9/1/13
19857281,moderate,t,t,null,3/5/13
802983,strict,t,t,100%,9/6/11
806345,strict,t,t,94%,9/30/15
20929903,strict,t,t,100%,8/17/16
17534391,moderate,t,t,80%,11/14/12
11143462,flexible,t,t,100%,7/7/16
6525271,strict,t,f,100%,10/2/16
14575040,flexible,t,t,null,6/2/15
791452,strict,t,t,100%,9/27/11
9526314,moderate,t,t,100%,11/29/12
11018780,strict,t,t,100%,1/29/10
13019501,strict,t,f,100%,11/27/14
145188,flexible,t,t,100%,6/13/16
2162069,flexible,t,f,100%,11/30/16
10155735,flexible,t,t,100%,1/12/15
7020266,strict,t,t,100%,3/10/13
17677767,strict,t,t,100%,8/6/12
6925594,strict,t,t,null,5/27/15
9621849,flexible,t,f,null,12/28/12
15722692,moderate,t,t,90%,6/12/15
15004709,strict,t,t,100%,7/14/10
3177630,moderate,t,t,95%,1/4/13
18226089,flexible,t,t,null,1/15/14
18672921,strict,t,t,95%,6/12/12
9820968,moderate,t,f,100%,9/4/15
13489958,moderate,t,t,100%,4/25/12
16456894,flexible,t,t,100%,4/18/13
10083878,strict,t,f,100%,9/18/16
8141545,flexible,t,t,null,12/20/15
5790254,moderate,t,t,80%,6/14/13
3095010,flexible,t,f,100%,3/2/16
12778664,strict,t,t,100%,9/17/12
14860775,moderate,t,t,100%,7/21/16
14731460,moderate,t,t,100%,1/24/17
5895082,moderate,t,t,100%,5/28/13
8825701,flexible,t,t,null,12/30/12
2634573,strict,t,t,50%,12/22/12
18946715,flexible,t,t,null,2/16/14
13453952,moderate,t,f,null,6/25/13
13220623,strict,t,t,90%,6/20/16
14852420,flexible,t,t,100%,8/7/15
8490356,strict,t,t,100%,12/2/15
6209147,moderate,t,f,100%,8/12/12
3076579,flexible,t,t,100%,6/21/15
21055967,strict,t,t,null,5/27/14
334886,moderate,t,t,null,12/8/15
20896605,strict,t,f,100%,8/6/17
19339770,strict,t,f,100%,9/2/14
216015,strict,t,t,100%,4/18/11
15915608,flexible,t,t,100%,6/26/14
15379923,flexible,t,f,null,6/21/14
1691798,flexible,t,f,null,4/6/16
13115640,moderate,t,t,null,3/20/13
546402,super_strict_60,t,t,100%,9/20/15
14502487,flexible,t,f,100%,1/28/15
11434490,strict,t,f,33%,3/17/17
15520566,flexible,t,t,null,4/9/15
3434614,strict,t,t,100%,3/24/11
3385966,strict,t,t,100%,11/18/14
14589777,flexible,t,t,null,10/8/12
5014918,moderate,t,f,100%,12/8/13
771025,strict,t,t,null,1/24/13
13130657,flexible,t,t,100%,6/20/14
4716607,flexible,t,t,90%,5/16/11
2126868,moderate,t,t,100%,10/7/14
7475079,flexible,t,t,100%,2/16/16
951927,moderate,t,t,100%,6/24/14
270231,moderate,t,t,100%,5/14/14
4838022,flexible,t,t,100%,7/6/12
18649976,strict,t,t,100%,1/23/13
10527380,strict,t,t,90%,8/29/11
14027250,moderate,t,t,97%,2/11/16
13654063,strict,t,f,50%,5/22/11
11574461,strict,t,t,100%,7/10/13
5178,strict,t,f,100%,3/15/12
13614923,moderate,t,t,100%,1/24/15
